291,,4,en,,4/23/18 17:31,4/23/18 17:14,,Male,Ukraine,more than 20 years,Theory,,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,No,No,No,No,No,No,No,Yes,Yes,No,No,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,No,No,,Affect a lot,Somewhat affect,Rarely affect,Somewhat affect,Somewhat affect,Not at all affect,Somewhat affect,Neutral,Rarely affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.95,125.01,0,0,0,0,0,0,265.14,0,0,296.38,0,0,0,0,104.76,0,0,0,0,0,0,247.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,,4,en,,5/8/18 11:04,5/8/18 10:53,,Male,Spain,16 - 20 years,Experiment,101 - 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.72,30.84,0,0,0,0,0,0,87.74,0,0,136.32,0,0,0,0,377.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,,4,en,,5/8/18 11:33,5/8/18 11:30,,Male,Spain,16 - 20 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,No,No,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.61,37.96,0,0,0,0,0,0,54.39,0,0,38.09,0,0,0,0,35.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,,4,en,,5/8/18 11:40,5/8/18 11:36,,Male,Japan,less than 5 years,Experiment,< 20 members,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,"Data should be supplied when manuscript is available for publication, code should be distributed some time after publication",Each collaboration or team should decide for their work.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.6,27.01,0,0,0,0,0,0,44.77,0,0,42.99,0,0,0,0,114.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,,4,en,,5/8/18 11:45,5/8/18 11:43,,Male,Norway,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.39,26.62,0,0,0,0,0,0,31.63,0,0,17.15,0,0,0,0,84.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,,4,en,,5/8/18 12:02,5/8/18 11:52,,Male,Poland,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,"Sharing the data is fine, but not sharing the code. There is usually a lot of work done on the code, and on the other hand it should be sufficient that the code is readable for the physicist who wrote it and there should be no requirement that the code fulfill any requirements expected by professional programers.",The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.33,50.94,0,0,0,0,0,0,83.38,0,0,63.98,0,0,0,0,303.26,0,0,0,0,0,0,54.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,,4,en,,5/9/18 7:44,5/9/18 7:42,,Male,France,11 - 15 years,Experiment,101 - 500 members,,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,No,No,No,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.37,22.19,0,0,0,0,0,0,36.85,0,0,37.35,0,0,0,0,23.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,,4,en,,5/13/18 20:18,5/13/18 20:15,,Male,Hungary,more than 20 years,Theory,,,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat disagree,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.57,37.56,0,0,0,0,0,0,54.3,0,0,58.7,0,0,0,0,44.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,5,en,,4/23/18 11:02,4/23/18 10:59,,Male,Germany,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.23,28.1,0,0,0,0,0,0,38.24,0,0,42.04,0,0,0,0,34.93,0,0,0,0,0,0,51.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,,5,en,,4/23/18 15:55,4/23/18 11:04,https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en,Male,Spain,less than 5 years,Experiment,> 500 members,,Strongly agree,Neutral,Strongly agree,Somewhat agree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Somewhat affect,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17481.1,31.44,0,0,0,0,0,0,94.69,0,0,88.28,0,0,0,0,146.14,0,0,0,0,0,0,118.06,0,0,0,17002.49,0,0,0,0,0,0,0,0,0,0,0
113,,5,en,,4/25/18 9:47,4/23/18 11:14,,Male,India,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Rarely affect,Rarely affect,Not at all affect,Rarely affect,Affect a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.51,38.81,0,0,0,0,0,0,103.48,0,0,89.02,0,0,0,0,96.8,0,0,0,0,0,0,158.69,0,0,0,11.71,0,0,0,0,0,0,0,0,0,0,0
160,,5,en,,4/23/18 11:59,4/23/18 11:52,,Male,Russian Federation,11 - 15 years,Experiment,101 - 500 members,,Somewhat disagree,Neutral,Strongly disagree,Strongly agree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Somewhat disagree,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Somewhat affect,Neutral,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Rarely affect,Rarely affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.33,36.66,0,0,0,0,0,0,101.82,0,0,41.54,0,0,0,0,142.55,0,0,0,0,0,0,61.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,,5,en,,4/23/18 13:53,4/23/18 13:51,,Prefer not to say,United States of America,11 - 15 years,Other,,,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Neutral,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.49,22.58,0,0,0,0,0,0,28.47,0,0,34.86,0,0,0,0,20.67,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,,5,en,,4/23/18 14:24,4/23/18 14:18,,Male,Italy,5 - 10 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Strongly agree,Neutral,Neutral,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6,23.72,0,0,0,0,0,0,51.55,0,0,50.83,0,0,0,0,57.39,0,0,0,0,0,0,167.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,,5,en,,4/23/18 14:56,4/23/18 14:52,,Male,Netherlands,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Neutral,Affect a lot,Neutral,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Rarely affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.81,32.68,0,0,0,0,0,0,76.86,0,0,49.58,0,0,0,0,39.71,0,0,0,0,0,0,67.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,,5,en,,4/23/18 17:32,4/23/18 17:26,,Male,Brazil,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Rarely affect,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.09,29.07,0,0,0,0,0,0,43.19,0,0,63.11,0,0,0,0,54.39,0,0,0,0,0,0,152.65,0,0,0,12.68,0,0,0,0,0,0,0,0,0,0,0
524,,5,en,,5/8/18 11:01,5/8/18 10:58,https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en,Male,Spain,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Not at all affect,Not at all affect,Rarely affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Neutral,Not at all affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.45,40.05,0,0,0,0,0,0,25.24,0,0,34.15,0,0,0,0,41.97,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,,5,en,,5/8/18 11:09,5/8/18 11:06,,Male,South Africa,11 - 15 years,Experiment,> 500 members,,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,No,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Not at all affect,Somewhat affect,Rarely affect,Affect a lot,Affect a lot,Affect a lot,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.61,21.96,0,0,0,0,0,0,27.49,0,0,29.32,0,0,0,0,20.04,0,0,0,0,0,0,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,,5,en,,5/8/18 15:37,5/8/18 15:30,,Male,Germany,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,Yes,No,No,No,No,No,No,Neutral,Neutral,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.71,56.01,0,0,0,0,0,0,149.47,0,0,54.5,0,0,0,0,54.78,0,0,0,0,0,0,108.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,,5,en,,5/8/18 20:36,5/8/18 20:31,,Male,United States of America,more than 20 years,Experiment,> 500 members,,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat agree,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Neutral,Neutral,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.67,35.05,0,0,0,0,0,0,82.48,0,0,47.4,0,0,0,0,44.7,0,0,0,0,0,0,57.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,,5,en,,5/9/18 9:14,5/9/18 9:00,,Male,Italy,16 - 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Rarely affect,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.9,51.41,0,0,0,0,0,0,152.03,0,0,237.36,0,0,0,0,55.71,0,0,0,0,0,0,146.81,0,0,0,185.58,0,0,0,0,0,0,0,0,0,0,0
802,,5,en,,5/9/18 13:32,5/9/18 13:27,,Female,Italy,less than 5 years,Experiment,20 - 50 members,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.05,34.17,0,0,0,0,0,0,38.3,0,0,71.11,0,0,0,0,66.59,0,0,0,0,0,0,72.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,,5,en,,5/18/18 15:12,5/18/18 15:09,,Male,France,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,Yes,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,Yes,No,No,,Neutral,Somewhat affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.64,28.47,0,0,0,0,0,0,35.7,0,0,37.68,0,0,0,0,23.56,0,0,0,0,0,0,38.18,0,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0
333,,7,en,,4/24/18 8:11,4/24/18 7:57,,Male,Russian Federation,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,No,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,No,Yes,No,No,,Rarely affect,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Neutral,Neutral,Neutral,,,,,Very helpful,Very helpful,Somewhat helpful,Very helpful,Somewhat helpful,,,,,,,,,,,,,,,,,,,,,,882.6,63.95,0,0,0,0,0,0,181.2,0,0,113.69,0,0,0,0,107.46,0,0,0,0,0,0,216.11,0,0,0,161.02,0,0,0,39.17,0,0,0,0,0,0,0
817,,7,en,,5/10/18 0:43,5/10/18 0:35,,Male,Andorra,5 - 10 years,Experiment,< 20 members,,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Neutral,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,490.71,100.86,0,0,0,0,0,0,138.42,0,0,86.31,0,0,0,0,27.7,0,0,0,0,0,0,67.69,0,0,0,36.27,0,0,0,33.46,0,0,0,0,0,0,0
