id,Completed,Last page seen,Start language,Token,Date last action,Date started,Referrer URL,D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4],interviewtime,groupTime564,D1Time,D2Time,D3Time,D4Time,D4_1Time,D4_2Time,groupTime565,p2q1Time,p2q2Time,groupTime612,p3q1ETime,p3q1TTime,p3q2ETime,p3q2TTime,groupTime566,p4q1TTime,p4q1T_OTime,p4q1ETime,p4q1E_OTime,p4q2Time,p4q2_OTime,groupTime570,p5q1Time,p5q1_NTime,p5q2Time,groupTime568,p6q1Time,p6q2ETime,p6q2TTime,groupTime611,p7q1ETime,p7q1TTime,p7q2Time,groupTime571,p8q1Time,p8q2Time,p8q3Time
193,4/23/18 12:49,8,en,,4/23/18 12:49,4/23/18 12:40,,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly disagree,Somewhat disagree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Neutral,Not at all affect,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Not at all affect,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neutral,Somewhat agree,Strongly agree,,,,,Neutral,Very helpful,Somewhat helpful,Somewhat helpful,Very helpful,,,,,Daily,Less than once a year,Daily,Daily,Daily,Once every 3 months,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Neutral,Neutral,Affect a lot,Affect a lot,524.84,26.37,0,0,0,0,0,0,61.11,0,0,63.23,0,0,0,0,35.35,0,0,0,0,0,0,123.49,0,0,0,118.76,0,0,0,22.05,0,0,0,74.48,0,0,0
194,4/23/18 12:51,8,en,,4/23/18 12:51,4/23/18 12:43,,Male,France,11 - 15 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Neutral,Affect a lot,Somewhat affect,Affect a lot,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat helpful,Neutral,,,,,Daily,Daily,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,Very satisfied,Moderately satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,493.03,48.37,0,0,0,0,0,0,73.83,0,0,51.72,0,0,0,0,44.62,0,0,0,0,0,0,76.3,0,0,0,89.19,0,0,0,29.91,0,0,0,79.09,0,0,0
195,4/23/18 12:58,8,en,,4/23/18 12:58,4/23/18 12:43,,Male,Slovakia,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Neutral,Not at all affect,Not at all affect,Not at all affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Somewhat disagree,Strongly agree,Neutral,Somewhat disagree,Neutral,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,,,,,Weekly,Monthly,Monthly,Less than once a year,Weekly,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,947.21,85.12,0,0,0,0,0,0,168.5,0,0,74.71,0,0,0,0,108.37,0,0,0,0,0,0,110.91,0,0,0,174.33,0,0,0,67.52,0,0,0,157.75,0,0,0
196,4/23/18 12:53,8,en,,4/23/18 12:53,4/23/18 12:43,,Male,Germany,5 - 10 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,No,No,No,No,No,Yes,No,No,No,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Rarely affect,Neutral,Neutral,Affect a lot,Neutral,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,,,,,,Somewhat helpful,Very helpful,Very helpful,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Monthly,Weekly,No experience,No experience,No experience,No experience,No experience,Very satisfied,Very satisfied,Neutral,Somewhat affect,Affect a lot,Somewhat affect,587.29,29.59,0,0,0,0,0,0,62.96,0,0,84.94,0,0,0,0,51.62,0,0,0,0,0,0,109.58,0,0,0,97.24,0,0,0,25.89,0,0,0,125.47,0,0,0
197,4/23/18 12:55,8,en,,4/23/18 12:55,4/23/18 12:47,,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,,Strongly agree,Neutral,Somewhat agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,,,,,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Neutral,,,,,Weekly,Daily,Weekly,Monthly,Daily,Once a year,Moderately satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,472.66,28.17,0,0,0,0,0,0,73.68,0,0,57.01,0,0,0,0,38.58,0,0,0,0,0,0,60.15,0,0,0,70.79,0,0,0,29.78,0,0,0,114.5,0,0,0
198,4/23/18 13:00,8,en,,4/23/18 13:00,4/23/18 12:49,,Male,United States of America,more than 20 years,Experiment,> 500 members,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,No,No,No,No,Yes,No,No,No,No,No,No,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,Each collaboration or team should decide for their work.,,No,No,No,Yes,"Raw data - which is what I assume you are talimng about, is unintelligible to other collaborations",Somewhat affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Affect a lot,Not at all affect,Not at all affect,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,Very unhelpful,Very unhelpful,Somewhat unhelpful,Somewhat helpful,Neutral,,,,,Weekly,Weekly,Weekly,Once every 3 months,Daily,Less than once a year,Moderately satisfied,Very satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,681.39,101.31,0,0,0,0,0,0,72.37,0,0,85.86,0,0,0,0,23.31,0,0,0,0,0,0,147.24,0,0,0,70.47,0,0,0,50.23,0,0,0,130.6,0,0,0
199,4/23/18 13:01,8,en,,4/23/18 13:01,4/23/18 12:49,,Male,China,11 - 15 years,Experiment,> 500 members,,Strongly agree,Neutral,Somewhat agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,No,No,Yes,No,,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Neutral,Affect a lot,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,,Daily,Weekly,Daily,Weekly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,720.2,110.3,0,0,0,0,0,0,57.92,0,0,48.65,0,0,0,0,155.29,0,0,0,0,0,0,69.12,0,0,0,135.63,0,0,0,29.32,0,0,0,113.97,0,0,0
200,4/23/18 13:12,8,en,,4/23/18 13:12,4/23/18 12:51,,Male,France,5 - 10 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,No,No,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Other,"Funding bodies should decide, but moreover should provide the means to maintain that, not just policies to be followed. Without that a collaboration-level decision is what is more appropriate.",Yes,Yes,No,No,,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Neutral,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,Neutral,Neutral,,,,,Somewhat unhelpful,Somewhat unhelpful,Neutral,Neutral,Somewhat unhelpful,,,,"Full Data & code are too complex in HEP to be reviewable per paper. The experiments internal review before publication already are meant to take care of that. Wiki pages and presentations could be helpful, but might be more confusing for an external audience that is not following the experiment's history. My impression is that if all code/data went into the review, publishing would become extremely time consuming for everybody.",Daily,Monthly,Weekly,Weekly,Once every 3 months,Less than once a year,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately satisfied,No experience,Moderately satisfied,Neither satisfied nor dissatisfied,Not at all affect,Somewhat affect,Affect a lot,Neutral,1252.05,70.5,0,0,0,0,0,0,89.19,0,0,111.7,0,0,0,0,266.74,0,0,0,0,0,0,109.59,0,0,0,152.54,0,0,0,276.61,0,0,0,175.18,0,0,0
202,4/23/18 12:57,8,en,,4/23/18 12:57,4/23/18 12:53,https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en,Male,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Rarely affect,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Not at all affect,Affect a lot,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Very helpful,Neutral,Neutral,Neutral,,,,,Daily,Daily,Daily,Monthly,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,272.52,25.38,0,0,0,0,0,0,34.38,0,0,35.96,0,0,0,0,21.77,0,0,0,0,0,0,38.47,0,0,0,37.04,0,0,0,26.96,0,0,0,52.56,0,0,0
203,4/23/18 13:03,8,en,,4/23/18 13:03,4/23/18 12:55,,Male,Switzerland,11 - 15 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Yes,No,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect,Affect a lot,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,Very helpful,Neutral,Somewhat unhelpful,Somewhat helpful,Somewhat unhelpful,,,,,Daily,Once every 3 months,Once every 3 months,Monthly,Once every 3 months,Daily,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,Very satisfied,Neutral,Affect a lot,Affect a lot,Somewhat affect,485.52,21.94,0,0,0,0,0,0,75.76,0,0,61.61,0,0,0,0,42.29,0,0,0,0,0,0,75.95,0,0,0,87.42,0,0,0,42.22,0,0,0,78.33,0,0,0
204,4/23/18 13:03,8,en,,4/23/18 13:03,4/23/18 12:56,,Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,,Somewhat disagree,Neutral,Somewhat disagree,Strongly disagree,Strongly disagree,Yes,No,No,Yes,No,No,No,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Neutral,Somewhat agree,,,,,Very unhelpful,Somewhat unhelpful,Neutral,Somewhat helpful,Somewhat unhelpful,,,,"I find this survey very difficult. For example,  questions which mix data and code can have very different answers",Weekly,Weekly,Weekly,Weekly,Daily,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Neutral,Neutral,Affect a lot,426.07,25.29,0,0,0,0,0,0,38.81,0,0,44.5,0,0,0,0,33.94,0,0,0,0,0,0,64.57,0,0,0,92.53,0,0,0,66.43,0,0,0,60,0,0,0
205,4/23/18 13:10,8,en,,4/23/18 13:10,4/23/18 12:58,,Female,Norway,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Rarely affect,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Neutral,Neutral,Neutral,,,,,Somewhat helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful,,,,,Less than once a year,Monthly,Weekly,Weekly,Daily,Less than once a year,No experience,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,680.12,26.45,0,0,0,0,0,0,67.21,0,0,45.97,0,0,0,0,47.45,0,0,0,0,0,0,186.32,0,0,0,99.2,0,0,0,24.02,0,0,0,183.5,0,0,0
207,4/23/18 13:08,8,en,,4/23/18 13:08,4/23/18 13:02,,Male,France,11 - 15 years,Other,,Phenomenology,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Rarely affect,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Monthly,Less than once a year,Once every 3 months,Weekly,Weekly,Weekly,Very satisfied,No experience,Very satisfied,Moderately satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,391.58,21.63,0,0,0,0,0,0,25.76,0,0,37.27,0,0,0,0,33.33,0,0,0,0,0,0,71.27,0,0,0,69.66,0,0,0,29.78,0,0,0,102.88,0,0,0
208,4/23/18 13:09,8,en,,4/23/18 13:09,4/23/18 13:03,,Male,the United Kingdom of Great Britain and Northern Ireland,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Not at all affect,Somewhat affect,Rarely affect,Rarely affect,Affect a lot,Neutral,Somewhat affect,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,,Somewhat helpful,Somewhat helpful,Neutral,Somewhat helpful,Somewhat helpful,,,,,Daily,Monthly,Weekly,Weekly,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Rarely affect,375.69,18.35,0,0,0,0,0,0,31.87,0,0,36.72,0,0,0,0,24.26,0,0,0,0,0,0,79.38,0,0,0,91.36,0,0,0,26.98,0,0,0,66.77,0,0,0
209,4/23/18 13:09,8,en,,4/23/18 13:09,4/23/18 13:03,,Male,Italy,more than 20 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Neutral,Somewhat agree,Somewhat agree,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat unhelpful,Somewhat helpful,,,,,Weekly,Monthly,Weekly,Monthly,Weekly,Once every 3 months,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,382.75,74.33,0,0,0,0,0,0,26.61,0,0,44.26,0,0,0,0,37.08,0,0,0,0,0,0,43.91,0,0,0,58.16,0,0,0,29.87,0,0,0,68.53,0,0,0
210,4/23/18 13:11,8,en,,4/23/18 13:11,4/23/18 13:04,,Male,Italy,more than 20 years,Theory,,,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,No,No,No,No,No,No,Yes,No,No,No,No,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,No,Yes,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,,,,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,Neutral,Neutral,Somewhat helpful,,Less than once a year,Less than once a year,Monthly,Weekly,Weekly,Less than once a year,No experience,No experience,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,439.99,21.24,0,0,0,0,0,0,31.08,0,0,63.95,0,0,0,0,44.86,0,0,0,0,0,0,64.15,0,0,0,76.2,0,0,0,21.01,0,0,0,117.5,0,0,0
211,4/23/18 13:15,8,en,,4/23/18 13:15,4/23/18 13:06,,Male,Australia,11 - 15 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,No,No,No,No,No,Yes,Yes,No,Yes,No,No,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,,,,,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,Somewhat helpful,Somewhat unhelpful,Neutral,,Daily,Twice a year,Once every 3 months,Weekly,Weekly,Less than once a year,Moderately satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately dissatisfied,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,524,23.65,0,0,0,0,0,0,59.14,0,0,52.04,0,0,0,0,59.93,0,0,0,0,0,0,76.07,0,0,0,132.01,0,0,0,27.42,0,0,0,93.74,0,0,0
212,4/23/18 13:17,8,en,,4/23/18 13:17,4/23/18 13:08,,Male,Czech Republic,less than 5 years,Experiment,> 500 members,,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,Yes,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Not at all affect,Not at all affect,Somewhat affect,Somewhat affect,Neutral,Not at all affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,,,,,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,,,,,Monthly,Less than once a year,Monthly,Monthly,Monthly,Less than once a year,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,575.7,32.21,0,0,0,0,0,0,108.21,0,0,59.11,0,0,0,0,85.51,0,0,0,0,0,0,86.52,0,0,0,98.27,0,0,0,26.28,0,0,0,79.59,0,0,0
213,4/23/18 13:16,8,en,,4/23/18 13:16,4/23/18 13:08,,Male,Poland,5 - 10 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat disagree,Strongly agree,Somewhat agree,Yes,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Neutral,Somewhat disagree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Neutral,Not at all affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Not at all affect,Strongly agree,Strongly agree,Neutral,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat unhelpful,Neutral,Somewhat helpful,Neutral,Somewhat helpful,,,,,Once every 3 months,Weekly,Weekly,Once every 3 months,Weekly,Less than once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Neutral,Somewhat affect,Affect a lot,Somewhat affect,475.75,26.4,0,0,0,0,0,0,59.95,0,0,65.76,0,0,0,0,45.03,0,0,0,0,0,0,72.5,0,0,0,81.16,0,0,0,37.17,0,0,0,87.78,0,0,0
214,4/23/18 13:19,8,en,,4/23/18 13:19,4/23/18 13:10,https://survey.shef.ac.uk/limesurvey/index.php?sid=77428&lang=en,Male,Germany,more than 20 years,Theory,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,No,No,No,No,No,Yes,No,No,No,No,No,,,,,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Neutral,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,Neutral,Neutral,Somewhat helpful,,Weekly,Less than once a year,Twice a year,Less than once a year,Once a year,Less than once a year,Moderately satisfied,No experience,Neither satisfied nor dissatisfied,No experience,No experience,Moderately satisfied,No experience,Rarely affect,Affect a lot,Somewhat affect,Affect a lot,582.7,31.32,0,0,0,0,0,0,98.4,0,0,72.25,0,0,0,0,60.25,0,0,0,0,0,0,76.61,0,0,0,92.53,0,0,0,44.12,0,0,0,107.22,0,0,0
